,tmpf,dwpf,relh,drct,sknt,alti,vsby,skyl1,feel,skyc1_BKN,skyc1_FEW,skyc1_NSC,skyc1_OVC,skyc1_SCT,skyc1_VV ,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,dayofweek_flag_Fri,dayofweek_flag_Mon,dayofweek_flag_Sat,dayofweek_flag_Sun,dayofweek_flag_Thurs,dayofweek_flag_Tues,dayofweek_flag_Wed,season_flag_autumn,season_flag_spring,season_flag_summer,season_flag_winter,fr_code_IFR,fr_code_LIFR,fr_code_MVFR,fr_code_VFR
2503,62.6,60.8,93.83,0.0,0.0,30.06,2.49,1000.0,62.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4603,62.6,57.2,82.5,140.0,5.0,30.24,6.21,3000.0,62.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
16964,69.8,64.4,82.98,30.0,2.0,30.12,6.21,2000.0,69.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2483,69.8,66.2,88.34,50.0,4.0,30.15,6.21,1500.0,69.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18430,73.4,62.6,68.94,110.0,4.0,30.12,6.21,2000.0,73.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
13990,48.2,46.4,93.45,0.0,0.0,30.21,4.97,2500.0,48.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
10385,86.0,71.6,62.25,30.0,4.0,30.0,6.21,3000.0,91.92,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
21478,62.6,59.0,88.0,150.0,7.0,30.36,6.21,3000.0,62.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2141,59.0,55.4,87.83,0.0,0.0,30.18,6.21,3000.0,59.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12554,66.2,64.4,93.92,340.0,4.0,30.12,3.11,2000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
30751,71.6,53.6,53.03,150.0,7.0,30.15,6.21,3000.0,71.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
581,75.2,73.4,94.14,90.0,4.0,30.0,6.21,2500.0,76.84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
29722,64.4,57.2,77.45,80.0,3.0,30.33,6.21,2000.0,64.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1961,82.4,62.6,51.21,240.0,6.0,30.0,6.21,2000.0,83.41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
32037,60.8,55.4,82.37,0.0,0.0,30.15,4.97,3000.0,60.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3903,68.0,59.0,72.92,190.0,6.0,30.24,6.21,3000.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
40150,73.4,62.6,68.94,140.0,19.0,29.85,6.21,4000.0,73.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
35361,66.2,62.6,88.18,120.0,7.0,30.09,3.11,2500.0,66.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1263,87.8,62.6,43.07,70.0,4.0,30.03,6.21,3000.0,88.48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36772,59.0,55.4,87.83,290.0,2.0,30.24,6.21,800.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3509,69.8,62.6,77.9,150.0,2.0,30.18,6.21,4000.0,69.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
35600,66.2,64.4,93.92,280.0,3.0,30.03,2.49,400.0,66.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
28300,75.2,68.0,78.34,230.0,3.0,29.85,6.21,3000.0,75.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
19724,68.0,64.4,88.26,230.0,4.0,30.03,6.21,1000.0,68.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
7162,82.4,62.6,51.21,250.0,3.0,29.8,6.21,4000.0,83.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31157,62.6,59.0,88.0,180.0,3.0,30.24,6.21,1700.0,62.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
12261,64.4,59.0,82.62,50.0,4.0,30.06,6.21,2000.0,64.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6381,87.8,53.6,31.17,270.0,6.0,29.97,6.21,3000.0,85.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
19028,77.0,69.8,78.48,270.0,4.0,30.09,6.21,2000.0,78.09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12227,73.4,46.4,38.18,70.0,3.0,30.15,6.21,3000.0,72.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
33953,69.8,64.4,82.98,110.0,5.0,30.03,6.21,3000.0,69.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
21134,68.0,53.6,59.97,0.0,0.0,30.21,6.21,3000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28018,73.4,68.0,83.21,130.0,1.0,29.88,6.21,800.0,73.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
38145,59.0,51.8,76.98,300.0,1.0,30.18,6.21,3000.0,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31301,75.2,62.6,64.91,190.0,6.0,29.97,6.21,3000.0,75.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
12582,66.2,59.0,77.6,130.0,8.0,30.24,6.21,1700.0,66.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
18974,69.8,69.8,100.0,260.0,1.0,30.03,6.21,3000.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26328,75.2,69.8,83.32,60.0,7.0,30.0,6.21,4000.0,75.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22196,69.8,53.6,56.38,50.0,3.0,30.18,6.21,3000.0,69.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
11477,66.2,62.6,88.18,140.0,5.0,30.15,3.11,1500.0,66.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
21692,75.2,59.0,57.12,0.0,0.0,30.06,6.21,3000.0,75.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
33341,68.0,59.0,72.92,120.0,8.0,30.03,6.21,3000.0,68.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1283,84.2,66.2,54.8,40.0,6.0,30.09,6.21,3000.0,86.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
23970,80.6,37.4,21.25,160.0,9.0,30.03,6.21,3000.0,79.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
12890,59.0,53.6,82.25,0.0,0.0,30.18,6.21,3000.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6773,75.2,64.4,69.14,0.0,0.0,30.0,6.21,2500.0,75.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25206,62.6,57.2,82.5,200.0,8.0,30.03,4.97,1500.0,62.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
27550,69.8,64.4,82.98,160.0,2.0,30.09,6.21,1700.0,69.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
20506,69.8,66.2,88.34,150.0,3.0,30.09,2.17,400.0,69.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4251,68.0,57.2,68.35,120.0,7.0,30.18,6.21,3000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6457,69.8,62.6,77.9,80.0,3.0,29.77,6.21,1500.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26280,73.4,69.8,88.51,30.0,4.0,30.0,6.21,1300.0,73.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7655,66.2,66.2,100.0,170.0,3.0,29.91,3.73,1000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16672,68.0,62.6,82.86,170.0,4.0,29.91,6.21,1700.0,68.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6335,82.4,51.8,34.69,120.0,6.0,30.15,6.21,4000.0,81.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28622,66.2,59.0,77.6,20.0,3.0,30.21,6.21,2300.0,66.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4581,75.2,53.6,46.98,80.0,4.0,30.24,6.21,3000.0,75.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9227,71.6,69.8,94.06,150.0,2.0,29.94,6.21,2000.0,72.88,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
26,77.0,66.2,69.33,0.0,0.0,30.0,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3317,75.2,62.6,64.91,10.0,3.0,30.0,6.21,2500.0,75.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35910,77.0,48.2,36.22,270.0,4.0,30.15,6.21,2500.0,77.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4755,57.2,55.4,93.69,120.0,2.0,30.15,6.21,2000.0,57.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9325,69.8,68.0,94.01,160.0,2.0,29.91,6.21,1300.0,69.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
24424,80.6,59.0,47.79,160.0,5.0,29.88,6.21,3000.0,81.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
771,78.8,60.048298984321384,73.91634902609485,80.0,5.0,30.0,6.21,2500.0,70.13925712874844,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
37484,48.2,41.0,76.01,250.0,6.0,30.15,4.97,3000.0,45.04,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1075,91.4,59.0,33.84,20.0,6.0,30.06,6.21,4000.0,91.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
18292,84.2,64.4,51.47,180.0,6.0,29.88,6.21,4000.0,85.71,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23152,84.2,44.6,24.99,270.0,4.0,30.03,6.21,3000.0,81.73,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
27850,71.6,64.4,78.04,0.0,2.0,30.12,2.49,1300.0,71.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25560,66.2,60.8,82.74,110.0,4.0,30.0,6.21,3000.0,66.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1083,73.4,68.0,83.21,140.0,7.0,30.15,6.21,3000.0,73.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
31223,86.0,39.2,19.15,330.0,7.0,29.97,6.21,3000.0,82.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
18952,73.4,71.6,94.1,40.0,1.0,30.12,6.21,600.0,74.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
24976,75.2,68.0,78.34,60.0,5.0,29.85,6.21,4500.0,75.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
35608,68.0,59.0,72.92,260.0,6.0,30.06,6.21,1800.0,68.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24432,66.2,59.0,77.6,180.0,5.0,30.03,6.21,2000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
25194,73.4,64.4,73.44,200.0,10.0,29.88,6.21,1700.0,73.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22372,59.0,59.0,100.0,360.0,3.0,30.24,6.21,2600.0,59.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
40405,77.0,68.0,73.78,20.0,4.0,29.91,4.97,1300.0,77.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24036,77.0,60.8,57.36,210.0,5.0,30.03,6.21,2700.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
13156,66.2,55.4,68.15,350.0,3.0,30.12,3.73,3000.0,66.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
9435,80.6,66.2,61.58,170.0,11.0,29.8,6.21,2500.0,82.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30595,73.4,50.0,43.69,190.0,6.0,30.24,6.21,4000.0,73.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36305,60.8,57.2,87.92,0.0,0.0,30.0,6.21,3000.0,60.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31877,89.6,55.4,31.45,40.0,3.0,29.91,6.21,4500.0,87.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
40182,75.2,60.8,60.9,160.0,16.0,30.0,6.21,4000.0,75.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1935,75.2,60.8,60.9,90.0,5.0,30.15,6.21,3000.0,75.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
13380,71.6,48.2,43.42,170.0,4.0,30.18,6.21,3000.0,70.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6931,66.2,62.6,88.18,110.0,1.0,30.09,6.21,1300.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25636,66.2,64.4,93.92,90.0,3.0,29.83,6.21,4000.0,66.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30311,71.6,57.2,60.44,350.0,3.0,30.15,3.11,3000.0,71.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17220,69.8,66.2,88.34,130.0,3.0,30.06,6.21,2000.0,69.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4167,53.6,51.8,93.6,120.0,2.0,30.3,6.21,3000.0,53.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1937,77.0,60.8,57.36,100.0,5.0,30.09,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
33119,77.0,64.4,65.12,350.0,4.0,30.03,4.35,2000.0,77.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
28102,66.2,57.2,72.74,110.0,3.0,30.18,6.21,4000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
14040,60.8,53.6,77.14,60.0,4.0,30.15,6.21,1600.0,60.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
727,73.4,68.0,83.21,200.0,3.0,30.09,6.21,3000.0,73.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27066,78.8,69.8,73.95,90.0,3.0,29.94,6.21,2600.0,78.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
32653,66.2,64.4,93.92,250.0,3.0,29.88,1.55,2000.0,66.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12502,62.6,60.8,93.83,0.0,0.0,30.03,2.49,1000.0,62.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
25494,69.8,68.0,94.01,190.0,4.0,29.83,1.86,500.0,69.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
17922,69.8,68.0,94.01,210.0,3.0,30.03,4.97,3000.0,69.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
28080,68.0,60.8,77.75,120.0,3.0,30.18,6.21,2500.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
38440,64.4,59.0,82.62,190.0,6.0,30.12,2.49,1300.0,64.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5865,84.2,42.8,23.33,30.0,3.0,30.12,6.21,3000.0,81.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
31453,66.2,57.2,72.74,140.0,15.0,30.15,6.21,3000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
9317,73.4,69.8,88.51,150.0,7.0,29.85,6.21,2500.0,74.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1347,68.0,66.2,93.97,120.0,2.0,29.97,6.21,2000.0,68.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
32199,71.6,59.0,64.48,20.0,4.0,30.03,6.21,3000.0,71.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14144,69.8,59.0,68.55,130.0,11.0,30.21,6.21,4000.0,69.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20392,75.2,64.4,69.14,280.0,4.0,30.06,6.21,3000.0,75.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
33415,71.6,62.6,73.27,150.0,14.0,29.91,6.21,4500.0,71.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9609,73.4,62.6,68.94,110.0,2.0,30.0,6.21,2000.0,73.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4737,60.8,53.6,77.14,50.0,5.0,30.3,4.35,1300.0,60.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23818,66.2,59.0,77.6,300.0,2.0,30.15,3.11,700.0,66.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36776,66.2,50.0,55.88,160.0,4.0,30.21,6.21,3000.0,66.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
39959,80.6,55.4,41.97,280.0,5.0,29.94,6.21,3500.0,80.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35340,62.6,59.0,88.0,130.0,2.0,30.06,6.21,3000.0,62.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
27254,86.0,68.0,55.04,40.0,3.0,29.97,6.21,3000.0,89.41,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3145,60.8,57.2,87.92,60.0,3.0,30.09,6.21,3000.0,60.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23604,91.4,46.4,21.29,360.0,5.0,29.97,5.59,3000.0,87.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
20682,77.0,59.0,53.8,90.0,4.0,30.0,6.21,3500.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
14388,60.8,57.2,87.92,140.0,9.0,30.27,6.21,2000.0,60.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
30729,80.6,37.4,21.25,180.0,7.0,30.24,6.21,4500.0,79.02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30657,62.6,53.6,72.38,160.0,7.0,30.36,6.21,3000.0,62.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
26546,68.0,62.6,82.86,150.0,6.0,30.09,6.21,1700.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8245,66.2,62.6,88.18,160.0,5.0,30.03,6.21,4000.0,66.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
